title,conf,year,repo_name,repo_owner,created_at,stars_count,forks_count,subscribers_count,network_count,language,license,organization
Unite the People: Closing the Loop Between 3D and 2D Human Representations,CVPR,2017,up,classner,2016-12-19 16:49:09,109,42,8,42,Python,Other,
Semantic Autoencoder for Zero-Shot Learning,CVPR,2017,SAE,Elyorcv,2017-03-09 10:11:10,92,31,8,31,Matlab,,
Learning Combinatorial Optimization Algorithms over Graphs,NIPS,2017,graph_comb_opt,Hanjun-Dai,2017-05-27 02:14:11,108,35,13,35,C++,MIT License,
HashNet: Deep Learning to Hash by Continuation,ICCV,2017,HashNet,thuml,2017-07-18 16:48:28,96,45,8,45,Jupyter Notebook,MIT License,thuml
Best of Both Worlds: Transferring Knowledge from Discriminative Learning to a Generative Visual Dialog Model,NIPS,2017,visDial.pytorch,jiasenlu,2017-10-04 23:55:13,94,31,5,31,Python,MIT License,
SCA-CNN: Spatial and Channel-Wise Attention in Convolutional Networks for Image Captioning,CVPR,2017,sca-cnn.cvpr17,zjuchenlong,2017-01-13 02:41:09,100,47,10,47,Python,,
Fast-Slow Recurrent Neural Networks,NIPS,2017,Fast-Slow-LSTM,amujika,2017-03-14 12:33:41,82,15,7,15,Python,Apache License 2.0,
GANs for Biological Image Synthesis,ICCV,2017,biogans,aosokin,2017-07-29 22:10:35,85,13,5,13,Jupyter Notebook,Apache License 2.0,
Optical Flow in Mostly Rigid Scenes,CVPR,2017,mrflow,jswulff,2017-06-16 12:16:06,83,28,7,28,Python,Other,
Octree Generating Networks: Efficient Convolutional Architectures for High-Resolution 3D Outputs,ICCV,2017,ogn,lmb-freiburg,2017-05-22 11:07:16,91,31,8,31,C++,Other,lmb-freiburg
Practical Bayesian Optimization for Model Fitting with Bayesian Adaptive Direct Search,NIPS,2017,bads,lacerbi,2017-03-14 11:41:57,89,16,9,16,Matlab,GNU General Public License v3.0,
Unsupervised Learning of Disentangled and Interpretable Representations from Sequential Data,NIPS,2017,FactorizedHierarchicalVAE,wnhsu,2017-09-18 17:21:03,87,13,5,13,Python,Apache License 2.0,
Deeply-Learned Part-Aligned Representations for Person Re-Identification,ICCV,2017,part_reid,zlmzju,2017-08-31 11:57:58,90,44,5,44,Jupyter Notebook,,
Deep Video Deblurring for Hand-Held Cameras,CVPR,2017,DeepVideoDeblurring,shuochsu,2017-03-06 07:47:55,88,36,11,36,Matlab,MIT License,
Causal Effect Inference with Deep Latent-Variable Models,NIPS,2017,CEVAE,AMLab-Amsterdam,2017-05-31 19:59:17,87,32,14,32,Python,,AMLab-Amsterdam
Multi-Scale Continuous CRFs as Sequential Deep Networks for Monocular Depth Estimation,CVPR,2017,ContinuousCRF-CNN,danxuhk,2017-03-31 05:10:40,91,29,8,29,C++,Other,
Multiple Instance Detection Network With Online Instance Classifier Refinement,CVPR,2017,oicr,ppengtang,2017-02-28 13:07:50,112,34,11,34,Python,MIT License,
MMD GAN: Towards Deeper Understanding of Moment Matching Network,NIPS,2017,MMD-GAN,OctoberChang,2017-07-06 14:04:34,81,19,1,19,Python,,
A-NICE-MC: Adversarial Training for MCMC,NIPS,2017,a-nice-mc,ermongroup,2017-06-11 17:09:42,80,18,6,18,Jupyter Notebook,MIT License,ermongroup
Coarse-To-Fine Volumetric Prediction for Single-Image 3D Human Pose,CVPR,2017,c2f-vol-train,geopavlakos,2017-07-10 17:09:25,78,19,5,19,Lua,Other,
DeLiGAN : Generative Adversarial Networks for Diverse and Limited Data,CVPR,2017,deligan,val-iisc,2017-06-06 12:26:03,77,26,5,26,Python,MIT License,val-iisc
Local Binary Convolutional Neural Networks,CVPR,2017,lbcnn.torch,juefeix,2017-05-06 07:16:11,77,31,13,31,Lua,MIT License,
Hard-Aware Deeply Cascaded Embedding,ICCV,2017,Hard-Aware-Deeply-Cascaded-Embedding_release,PkuRainBow,2017-02-20 11:12:14,75,29,8,29,Python,GNU General Public License v3.0,
Query-Guided Regression Network With Context Policy for Phrase Grounding,ICCV,2017,QRC-Net,kanchen-usc,2017-10-29 01:36:37,72,19,0,19,Python,MIT License,
End-To-End Instance Segmentation With Recurrent Attention,CVPR,2017,rec-attend-public,renmengye,2017-03-25 21:06:13,78,38,7,38,Python,MIT License,
Improved Stereo Matching With Constant Highway Networks and Reflective Confidence Learning,CVPR,2017,resmatch,amitshaked,2016-12-31 12:47:50,72,27,5,27,Lua,"BSD 2-Clause ""Simplified"" License",
Learning Shape Abstractions by Assembling Volumetric Primitives,CVPR,2017,volumetricPrimitives,shubhtuls,2017-03-19 18:52:04,73,21,9,21,Lua,,
Constrained Policy Optimization,ICML,2017,cpo,jachiam,2017-06-07 01:33:26,77,23,4,23,Python,,
Geometric Matrix Completion with Recurrent Multi-Graph Neural Networks,NIPS,2017,mgcnn,fmonti,2017-10-07 21:42:38,86,25,6,25,Jupyter Notebook,GNU General Public License v3.0,
Positive-Unlabeled Learning with Non-Negative Risk Estimator,NIPS,2017,nnPUlearning,kiryor,2017-04-04 15:43:44,76,20,6,20,Python,,
Top-Down Visual Saliency Guided by Captions,CVPR,2017,caption-guided-saliency,VisionLearningGroup,2016-12-21 04:07:07,72,32,10,32,Python,"BSD 2-Clause ""Simplified"" License",VisionLearningGroup
Deep Image Harmonization,CVPR,2017,DeepHarmonization,wasidennis,2017-03-26 04:13:45,72,23,3,23,Python,,
Shape Completion Using 3D-Encoder-Predictor CNNs and Shape Synthesis,CVPR,2017,cnncomplete,angeladai,2017-02-28 21:01:57,73,14,10,14,C++,Other,
What Actions Are Needed for Understanding Human Actions in Videos?,ICCV,2017,actions-for-actions,gsig,2017-08-03 22:23:58,71,12,7,12,Python,GNU General Public License v3.0,
Feedback Networks,CVPR,2017,feedback-networks,amir32002,2017-02-05 07:45:50,70,17,5,17,Lua,MIT License,
Video Propagation Networks,CVPR,2017,video_prop_networks,varunjampani,2017-04-18 15:08:30,70,22,7,22,C++,"BSD 3-Clause ""New"" or ""Revised"" License",
Self-Supervised Learning of Visual Features Through Embedding Images Into Text Topic Spaces,CVPR,2017,TextTopicNet,lluisgomez,2017-04-08 10:25:42,68,17,6,17,Python,,
Action-Decision Networks for Visual Tracking With Deep Reinforcement Learning,CVPR,2017,ADNet,hellbell,2017-07-14 15:44:40,69,25,6,25,Cuda,Apache License 2.0,
SurfaceNet: An End-To-End 3D Neural Network for Multiview Stereopsis,ICCV,2017,SurfaceNet,mjiUST,2017-08-04 01:25:53,65,23,8,23,Python,Other,
Raster-To-Vector: Revisiting Floorplan Transformation,ICCV,2017,FloorplanTransformation,art-programmer,2017-08-04 18:49:41,73,31,13,31,Lua,MIT License,
Optical Flow Estimation Using a Spatial Pyramid Network,CVPR,2017,spynet,anuragranj,2016-09-21 20:52:21,111,32,15,32,Lua,Other,
TURN TAP: Temporal Unit Regression Network for Temporal Action Proposals,ICCV,2017,TURN-TAP,jiyanggao,2017-07-23 19:45:23,65,21,5,21,Python,,
Not All Pixels Are Equal: Difficulty-Aware Semantic Segmentation via Deep Layer Cascade,CVPR,2017,region-conv,liuziwei7,2018-05-26 16:11:09,68,8,8,8,Cuda,,
Training Deep Networks without Learning Rates Through Coin Betting,NIPS,2017,cocob,bremen79,2017-05-29 17:31:27,66,8,5,8,Python,Apache License 2.0,
Borrowing Treasures From the Wealthy: Deep Transfer Learning Through Selective Joint Fine-Tuning,CVPR,2017,Selective-Joint-Fine-tuning,ZYYSny,2017-04-04 08:30:30,64,17,7,17,Jupyter Notebook,"BSD 2-Clause ""Simplified"" License",
Jointly Attentive Spatial-Temporal Pooling Networks for Video-Based Person Re-Identification,ICCV,2017,Spatial-Temporal-Pooling-Networks-ReID,shuangjiexu,2017-08-02 13:47:29,64,20,6,20,Lua,,
ALICE: Towards Understanding Adversarial Learning for Joint Distribution Matching,NIPS,2017,ALICE,ChunyuanLI,2017-09-05 04:33:25,62,18,0,18,Jupyter Notebook,,
Physically-Based Rendering for Indoor Scene Understanding Using Convolutional Neural Networks,CVPR,2017,pbrs,yindaz,2017-04-09 03:02:07,64,18,4,18,C++,MIT License,
Quality Aware Network for Set to Set Recognition,CVPR,2017,Quality-Aware-Network,sciencefans,2017-04-06 13:07:47,67,34,5,34,Matlab,,
Person Re-Identification in the Wild,CVPR,2017,PRW-baseline,liangzheng06,2016-04-23 17:14:10,63,24,4,24,Matlab,,
AdaGAN: Boosting Generative Models,NIPS,2017,adagan,tolstikhin,2017-02-20 12:50:01,59,16,2,16,Python,"BSD 3-Clause ""New"" or ""Revised"" License",
Doubly Stochastic Variational Inference for Deep Gaussian Processes,NIPS,2017,Doubly-Stochastic-DGP,ICL-SML,2017-05-16 10:31:36,65,24,7,24,Python,Apache License 2.0,ICL-SML
Dance Dance Convolution,ICML,2017,ddc,chrisdonahue,2017-05-25 06:04:01,65,14,7,14,Python,,
Convolutional Gaussian Processes,NIPS,2017,convgp,markvdw,2017-07-11 14:08:43,62,22,7,22,Jupyter Notebook,Apache License 2.0,
Modeling Relationships in Referential Expressions With Compositional Modular Networks,CVPR,2017,cmn,ronghanghu,2017-04-04 05:58:16,57,15,4,15,Python,Other,
Multi-Channel Weighted Nuclear Norm Minimization for Real Color Image Denoising,ICCV,2017,MCWNNM-ICCV2017,csjunxu,2017-07-26 02:09:17,59,19,6,19,Matlab,Other,
Deep Subspace Clustering Networks,NIPS,2017,Deep-subspace-clustering-networks,panji1990,2017-08-17 04:25:17,68,44,13,44,Python,,
Factorized Bilinear Models for Image Recognition,ICCV,2017,Factorized-Bilinear-Network,lyttonhao,2017-05-07 14:02:59,54,13,4,13,Python,,
Online and Linear-Time Attention by Enforcing Monotonic Alignments,ICML,2017,mad,craffel,2017-03-09 01:42:21,56,6,4,6,Jupyter Notebook,Apache License 2.0,
Unsupervised Learning by Predicting Noise,ICML,2017,noise-as-targets,facebookresearch,2017-08-08 14:43:12,58,7,3,7,Lua,Other,facebookresearch
A Deep Regression Architecture With Two-Stage Re-Initialization for High Performance Facial Landmark Detection,CVPR,2017,Face_Alignment_Two_Stage_Re-initialization,shaoxiaohu,2017-06-15 12:44:07,55,20,6,20,C++,MIT License,
Synthesizing 3D Shapes via Modeling Multi-View Depth Maps and Silhouettes With Deep Generative Networks,CVPR,2017,Synthesize3DviaDepthOrSil,Amir-Arsalan,2017-03-09 04:37:51,64,10,8,10,Lua,MIT License,
CoupleNet: Coupling Global Structure With Local Parts for Object Detection,ICCV,2017,CoupleNet,tshizys,2017-08-03 11:51:37,59,19,7,19,Python,,
On-the-fly Operation Batching in Dynamic Computation Graphs,NIPS,2017,dynet-benchmark,neulab,2016-11-30 11:58:29,54,18,14,18,Python,,neulab
Curriculum Domain Adaptation for Semantic Segmentation of Urban Scenes,ICCV,2017,AdaptationSeg,YangZhang4065,2017-07-14 20:52:10,61,19,6,19,Python,,
Dense-Captioning Events in Videos,ICCV,2017,densevid_eval,ranjaykrishna,2017-04-20 05:24:03,55,25,8,25,Python,MIT License,
Net-Trim: Convex Pruning of Deep Neural Networks with Performance Guarantee,NIPS,2017,Net-Trim-v1,DNNToolBox,2017-10-31 15:56:10,53,21,3,21,Python,,
Curiosity-driven Exploration by Self-supervised Prediction,ICML,2017,noreward-rl,pathak22,2017-05-15 09:57:27,880,198,71,198,Python,Other,
Deep IV: A Flexible Approach for Counterfactual Prediction,ICML,2017,DeepIV,jhartford,2017-05-19 00:13:25,52,15,10,15,Python,MIT License,
SST: Single-Stream Temporal Action Proposals,CVPR,2017,sst,shyamal-b,2017-04-10 03:29:12,71,9,8,9,Jupyter Notebook,,
Learning Discrete Representations via Information Maximizing Self-Augmented Training,ICML,2017,imsat,weihua916,2017-02-28 08:56:00,49,11,5,11,Python,,
Person Search With Natural Language Description,CVPR,2017,Person-Search-with-Natural-Language-Description,ShuangLI59,2017-05-10 10:23:54,58,17,3,17,Lua,,
Triangle Generative Adversarial Networks,NIPS,2017,Triangle-GAN,LiqunChen0606,2017-09-25 20:07:50,51,11,4,11,Python,,
The Neural Hawkes Process: A Neurally Self-Modulating Multivariate Point Process,NIPS,2017,neurawkes,HMEIatJHU,2017-10-03 04:33:40,55,19,4,19,Python,MIT License,
Differentiable Learning of Logical Rules for Knowledge Base Reasoning,NIPS,2017,Neural-LP,fanyangxyz,2017-11-01 23:20:51,61,9,5,9,Python,MIT License,
Towards Diverse and Natural Image Descriptions via a Conditional GAN,ICCV,2017,gancaption_iccv2017,doubledaibo,2017-08-30 06:05:13,53,14,7,14,Lua,Other,
Predicting Deeper Into the Future of Semantic Segmentation,ICCV,2017,SegmPred,facebookresearch,2017-10-17 19:26:15,50,11,11,11,Lua,Other,facebookresearch
L2-Net: Deep Learning of Discriminative Patch Descriptor in Euclidean Space,CVPR,2017,L2-Net,yuruntian,2017-03-09 03:01:02,48,15,4,15,Matlab,,
CDC: Convolutional-De-Convolutional Networks for Precise Temporal Action Localization in Untrimmed Videos,CVPR,2017,CDC,ColumbiaDVMM,2017-03-27 03:38:00,52,14,7,14,,,ColumbiaDVMM
Neural Expectation Maximization,NIPS,2017,Neural-EM,sjoerdvansteenkiste,2017-08-10 14:02:12,55,18,5,18,Python,,
Semantic Video CNNs Through Representation Warping,ICCV,2017,netwarp_public,raghudeep,2017-10-26 12:27:59,46,15,5,15,Python,"BSD 3-Clause ""New"" or ""Revised"" License",
Learning Blind Motion Deblurring,ICCV,2017,learning-blind-motion-deblurring,cgtuebingen,2017-07-18 07:27:47,53,19,9,19,Python,Apache License 2.0,cgtuebingen
Efficient Diffusion on Region Manifolds: Recovering Small Objects With Compact CNN Representations,CVPR,2017,diffusion-retrieval,ahmetius,2017-04-02 15:01:12,46,16,5,16,Matlab,,
Localizing Moments in Video With Natural Language,ICCV,2017,LocalizingMoments,LisaAnne,2017-08-04 21:33:11,59,17,9,17,Python,,
Grammar Variational Autoencoder,ICML,2017,grammarVAE,mkusner,2017-03-08 12:52:10,137,38,14,38,Python,,
Hybrid Reward Architecture for Reinforcement Learning,NIPS,2017,hra,Maluuba,2017-11-27 19:05:31,49,12,14,12,Python,Other,Maluuba
Predicting Organic Reaction Outcomes with Weisfeiler-Lehman Network,NIPS,2017,nips17-rexgen,wengong-jin,2017-09-22 14:42:06,46,8,6,8,Python,MIT License,
Modulating early visual processing by language,NIPS,2017,guesswhat,GuessWhatGame,2017-06-07 12:19:47,49,29,9,29,Python,Apache License 2.0,GuessWhatGame
Visual Translation Embedding Network for Visual Relation Detection,CVPR,2017,cvpr17_vtranse,zawlin,2017-03-29 07:11:09,52,23,2,23,Python,Other,
Structured Bayesian Pruning via Log-Normal Multiplicative Noise,NIPS,2017,group-sparsity-sbp,necludov,2017-11-03 16:35:50,44,10,9,10,Jupyter Notebook,,
A Disentangled Recognition and Nonlinear Dynamics Model for Unsupervised Learning,NIPS,2017,kvae,simonkamronn,2017-05-22 09:39:44,51,12,3,12,Python,MIT License,
Adversarial Examples for Semantic Segmentation and Object Detection,ICCV,2017,DAG,cihangxie,2017-08-04 21:50:46,49,5,7,5,Matlab,MIT License,
Learned D-AMP: Principled Neural Network based Compressive Image Recovery,NIPS,2017,D-AMP_Toolbox,ricedsp,2017-02-09 18:27:40,47,21,7,21,Matlab,Other,ricedsp
Accurate Optical Flow via Direct Cost Volume Processing,CVPR,2017,dcflow,IntelVCL,2017-07-21 07:21:03,42,11,10,11,C++,Other,IntelVCL
Semantic Compositional Networks for Visual Captioning,CVPR,2017,Semantic_Compositional_Nets,zhegan27,2017-03-20 02:31:10,45,18,3,18,Python,,
Deriving Neural Architectures from Sequence and Graph Kernels,ICML,2017,icml17_knn,taolei87,2017-06-06 04:05:27,44,11,5,11,Python,,
Generalized Orderless Pooling Performs Implicit Salient Matching,ICCV,2017,alpha_pooling,cvjena,2017-11-08 15:40:29,41,5,5,5,Jupyter Notebook,"BSD 2-Clause ""Simplified"" License",cvjena
Comparative Evaluation of Hand-Crafted and Learned Local Features,CVPR,2017,local-feature-evaluation,ahojnnes,2017-05-24 09:07:09,41,15,7,15,Matlab,,
Neural Scene De-Rendering,CVPR,2017,nsd,jiajunwu,2017-10-23 05:43:46,40,5,1,5,Lua,,
Stabilizing Training of Generative Adversarial Networks through Regularization,NIPS,2017,Stabilizing_GANs,rothk,2017-10-24 12:26:45,44,9,1,9,Python,,
A Linear-Time Kernel Goodness-of-Fit Test,NIPS,2017,kernel-gof,wittawatj,2017-05-21 20:07:00,40,9,3,9,Python,MIT License,
Unsupervised Adaptation for Deep Stereo,ICCV,2017,Unsupervised-Adaptation-for-Deep-Stereo,CVLAB-Unibo,2017-07-31 08:47:14,44,20,8,20,C++,Apache License 2.0,CVLAB-Unibo
On-Demand Learning for Deep Image Restoration,ICCV,2017,on-demand-learning,rhgao,2016-12-08 21:09:24,44,15,5,15,Lua,,
Wavelet-SRNet: A Wavelet-Based CNN for Multi-Scale Face Super Resolution,ICCV,2017,WaveletSRNet,hhb072,2018-02-10 10:38:50,53,17,2,17,Python,MIT License,
SchNet: A continuous-filter convolutional neural network for modeling quantum interactions,NIPS,2017,SchNet,atomistic-machine-learning,2017-10-03 11:52:20,41,17,11,17,Python,MIT License,atomistic-machine-learning
Multiplicative Normalizing Flows for Variational Bayesian Neural Networks,ICML,2017,MNF_VBNN,AMLab-Amsterdam,2017-03-16 14:24:49,41,7,4,7,Python,,AMLab-Amsterdam
Diversified Texture Synthesis With Feed-Forward Networks,CVPR,2017,MultiTextureSynthesis,Yijunmaverick,2017-07-14 18:48:51,39,11,2,11,Lua,MIT License,
Masked Autoregressive Flow for Density Estimation,NIPS,2017,maf,gpapamak,2017-05-19 13:46:53,42,11,5,11,Python,Other,
A Generic Deep Architecture for Single Image Reflection Removal and Image Smoothing,ICCV,2017,CEILNet,fqnchina,2017-09-16 16:15:15,51,11,4,11,Lua,,
TALL: Temporal Activity Localization via Language Query,ICCV,2017,TALL,jiyanggao,2017-07-23 19:36:52,50,10,2,10,Python,,
Fast Fourier Color Constancy,CVPR,2017,ffcc,google,2017-07-26 16:14:14,45,27,13,27,Matlab,Apache License 2.0,google
"Face Normals ""In-The-Wild"" Using Fully Convolutional Networks",CVPR,2017,face_normals_cvpr17,trigeorgis,2017-04-03 10:23:04,38,7,6,7,Jupyter Notebook,"BSD 3-Clause ""New"" or ""Revised"" License",
What's in a Question: Using Visual Questions as a Form of Supervision,CVPR,2017,whats_in_a_question,sidgan,2017-03-07 04:29:50,35,7,2,7,Lua,GNU General Public License v3.0,
FC4: Fully Convolutional Color Constancy With Confidence-Weighted Pooling,CVPR,2017,fc4,yuanming-hu,2018-04-15 15:47:59,44,14,7,14,Python,MIT License,
Structured Embedding Models for Grouped Data,NIPS,2017,structured_embeddings,mariru,2017-09-23 18:11:32,36,9,3,9,Python,,
Temporal Generative Adversarial Nets With Singular Value Clipping,ICCV,2017,tgan,pfnet-research,2017-10-05 07:14:35,40,19,12,19,Python,MIT License,pfnet-research
Template Matching With Deformable Diversity Similarity,CVPR,2017,DDIS,roimehrez,2017-02-22 08:03:33,38,20,5,20,C++,,
Learning to Generate Long-term Future via Hierarchical Prediction,ICML,2017,icml2017hierchvid,rubenvillegas,2018-02-19 15:51:03,43,5,4,5,Python,MIT License,
Real Time Image Saliency for Black Box Classifiers,NIPS,2017,pytorch-saliency,PiotrDabkowski,2017-10-16 16:46:17,48,5,4,5,Python,,
Using Ranking-CNN for Age Estimation,CVPR,2017,Using-Ranking-CNN-for-Age-Estimation,RankingCNN,2017-06-01 15:36:02,33,14,3,14,Shell,,
EnhanceNet: Single Image Super-Resolution Through Automated Texture Synthesis,ICCV,2017,EnhanceNet-Code,msmsajjadi,2018-03-17 12:15:58,43,17,4,17,Python,Other,
Structured Attentions for Visual Question Answering,ICCV,2017,vqa-sva,shtechair,2017-07-25 03:27:01,34,6,2,6,Python,,shtechair
Semantic Image Inpainting With Deep Generative Models,CVPR,2017,semantic-image-inpainting,ChengBinJin,2018-07-23 07:59:55,39,2,1,2,Python,,
Safe Model-based Reinforcement Learning with Stability Guarantees,NIPS,2017,safe_learning,befelix,2017-11-03 08:07:56,45,21,4,21,Python,MIT License,
Unified Deep Supervised Domain Adaptation and Generalization,ICCV,2017,CCSA,samotiian,2017-08-15 19:12:01,34,17,6,17,Python,,
Learning Detection With Diverse Proposals,CVPR,2017,LDDP,azadis,2017-04-09 23:59:43,31,14,6,14,Python,Other,
Learning Active Learning from Data,NIPS,2017,LAL,ksenia-konyushkova,2017-11-02 22:04:09,36,13,9,13,Jupyter Notebook,,
QMDP-Net: Deep Learning for Planning under Partial Observability,NIPS,2017,qmdp-net,AdaCompNUS,2017-10-10 04:06:35,34,11,19,11,Python,,AdaCompNUS
3D-PRNN: Generating Shape Primitives With Recurrent Neural Networks,ICCV,2017,3D-PRNN,zouchuhang,2017-11-30 04:35:21,37,10,6,10,Matlab,MIT License,
SplitNet: Learning to Semantically Split Deep Networks for Parameter Reduction and Model Parallelization,ICML,2017,splitnet-wrn,dalgu90,2017-06-12 06:27:08,29,11,2,11,Python,,
Speaking the Same Language: Matching Machine to Human Captions by Adversarial Training,ICCV,2017,captionGAN,rakshithShetty,2017-11-07 15:56:02,30,9,2,9,Python,MIT License,
Transformation-Grounded Image Generation Network for Novel 3D View Synthesis,CVPR,2017,tvsn,silverbottlep,2017-03-06 16:51:54,34,9,4,9,Lua,,
Unsupervised Learning of Disentangled Representations from Video,NIPS,2017,drnet-py,edenton,2017-10-23 21:32:40,32,9,1,9,Python,,
GP CaKe: Effective brain connectivity with causal kernels,NIPS,2017,GP-CaKe-project,LucaAmbrogioni,2017-01-10 14:49:50,46,10,3,10,Jupyter Notebook,,
3D Point Cloud Registration for Localization Using a Deep Neural Network Auto-Encoder,CVPR,2017,LORAX,gilbaz,2017-03-26 11:35:30,31,13,6,13,Python,,
Continual Learning Through Synaptic Intelligence,ICML,2017,pathint,ganguli-lab,2017-07-31 13:13:07,31,10,8,10,Jupyter Notebook,MIT License,ganguli-lab
Deep Learning on Lie Groups for Skeleton-Based Action Recognition,CVPR,2017,LieNet,zzhiwu,2017-11-25 16:20:59,31,11,2,11,Matlab,,
A Unified Approach of Multi-Scale Deep and Hand-Crafted Features for Defocus Estimation,CVPR,2017,DHDE_CVPR17,zzangjinsun,2017-03-21 03:25:01,28,11,7,11,Matlab,,
LCNN: Lookup-Based Convolutional Neural Network,CVPR,2017,lcnn,hessamb,2017-07-28 23:44:14,31,6,2,6,Lua,Other,
Harvesting Multiple Views for Marker-Less 3D Human Pose Annotations,CVPR,2017,harvesting,geopavlakos,2017-07-02 18:34:56,27,4,7,4,Lua,Other,
Deep 360 Pilot: Learning a Deep Agent for Piloting Through 360deg Sports Videos,CVPR,2017,Deep360Pilot-CVPR17,eborboihuc,2017-05-22 10:13:10,27,10,4,10,Python,,
Realtime Multi-Person 2D Pose Estimation Using Part Affinity Fields,CVPR,2017,Realtime_Multi-Person_Pose_Estimation,ZheC,2016-12-12 17:40:12,3227,979,234,979,Jupyter Notebook,Other,
Learning to Detect Salient Objects With Image-Level Supervision,CVPR,2017,WSS,scott89,2017-04-14 01:40:37,26,8,6,8,Matlab,,
DeepCD: Learning Deep Complementary Descriptors for Patch Representations,ICCV,2017,DeepCD,shamangary,2017-07-20 03:00:03,25,5,3,5,Lua,MIT License,
Learning to Prune Deep Neural Networks via Layer-wise Optimal Brain Surgeon,NIPS,2017,L-OBS,csyhhu,2017-10-20 08:51:04,29,8,6,8,Python,MIT License,
State-Frequency Memory Recurrent Neural Networks,ICML,2017,State-Frequency-Memory-Recurrent-Neural-Networks,hhkunming,2017-05-28 03:59:22,27,15,8,15,Python,,
Deep Co-Occurrence Feature Learning for Visual Object Recognition,CVPR,2017,Deep-COOC,yafangshih,2017-03-29 17:20:45,28,11,4,11,Matlab,,
Neural Message Passing for Quantum Chemistry,ICML,2017,mpnn,brain-research,2017-07-25 17:14:21,26,7,4,7,Python,Apache License 2.0,brain-research
Stochastic Optimization with Variance Reduction for Infinite Datasets with Finite Sum Structure,NIPS,2017,stochs,albietz,2017-03-03 15:36:01,26,6,2,6,C++,MIT License,
Joint distribution optimal transportation for domain adaptation,NIPS,2017,JDOT,rflamary,2017-09-21 14:34:07,27,14,3,14,Python,MIT License,
Learning Spread-Out Local Feature Descriptors,ICCV,2017,Spread-out_Local_Feature_Descriptor,ColumbiaDVMM,2017-07-24 08:28:24,27,10,3,10,Python,,ColumbiaDVMM
Universal Adversarial Perturbations,CVPR,2017,fast-feature-fool,val-iisc,2017-07-13 06:20:16,24,8,3,8,Python,,val-iisc
Reducing Reparameterization Gradient Variance,NIPS,2017,ReducedVarianceReparamGradients,andymiller,2017-05-20 19:02:51,24,2,6,2,Python,MIT License,
Shading Annotations in the Wild,CVPR,2017,saw_release,kovibalu,2017-03-31 17:33:51,23,7,2,7,Python,Other,
YASS: Yet Another Spike Sorter,NIPS,2017,yass,paninski-lab,2017-10-25 17:10:51,24,9,11,9,Python,Apache License 2.0,paninski-lab
Temporal Context Network for Activity Localization in Videos,ICCV,2017,TCN,vdavid70619,2017-10-20 02:57:57,23,5,3,5,Python,,
Learning High Dynamic Range From Outdoor Panoramas,ICCV,2017,ldr2hdr-public,jacenfox,2017-07-18 21:04:22,25,8,6,8,Python,Other,
Contrastive Learning for Image Captioning,NIPS,2017,clcaption_nips2017,doubledaibo,2017-09-29 18:40:15,26,9,6,9,Lua,Other,
A Dirichlet Mixture Model of Hawkes Processes for Event Sequence Clustering,NIPS,2017,Hawkes-Process-Toolkit,HongtengXu,2017-07-11 00:24:35,23,15,1,15,Matlab,GNU General Public License v3.0,
Phrase Localization and Visual Relationship Detection With Comprehensive Image-Language Cues,ICCV,2017,pl-clc,BryanPlummer,2016-11-21 03:07:08,26,11,3,11,Matlab,Other,
Zero-Order Reverse Filtering,ICCV,2017,DeFilter,jiangsutx,2017-04-10 06:08:07,23,10,11,10,,MIT License,
Interspecies Knowledge Transfer for Facial Keypoint Detection,CVPR,2017,animal_human_kp,menorashid,2016-12-23 07:20:31,23,11,5,11,Lua,,
Domain-Adaptive Deep Network Compression,ICCV,2017,DALR,mmasana,2017-07-31 12:57:23,23,3,4,3,Jupyter Notebook,MIT License,
Variational Walkback: Learning a Transition Operator as a Stochastic Recurrent Net,NIPS,2017,walkback_nips17,anirudh9119,2017-09-29 23:30:19,23,9,2,9,Python,,
Exploiting Saliency for Object Segmentation From Image Level Labels,CVPR,2017,GuidedLabelling,coallaoh,2017-04-03 08:22:32,24,5,1,5,Python,MIT License,
Hash Embeddings for Efficient Word Representations,NIPS,2017,hashembedding,dsv77,2017-11-01 13:53:43,22,13,2,13,Python,,
Straight to Shapes: Real-Time Detection of Encoded Shapes,CVPR,2017,straighttoshapes,torrvision,2017-01-16 12:21:46,23,10,10,10,C++,Other,torrvision
Learning Continuous Semantic Representations of Symbolic Expressions,ICML,2017,eqnet,mast-group,2016-12-07 21:29:20,22,6,6,6,Python,"BSD 3-Clause ""New"" or ""Revised"" License",mast-group
Weakly-Supervised Learning of Visual Relations,ICCV,2017,unrel,jpeyre,2017-10-18 13:11:13,20,2,3,2,Matlab,Other,
The Numerics of GANs,NIPS,2017,TheNumericsOfGANs,LMescheder,2017-09-26 15:11:40,20,7,4,7,Python,MIT License,
Dense Captioning With Joint Inference and Visual Context,CVPR,2017,densecap,linjieyangsc,2017-07-14 21:40:45,23,15,3,15,C++,Other,
STD2P: RGBD Semantic Segmentation Using Spatio-Temporal Data-Driven Pooling,CVPR,2017,STD2P,SSAW14,2017-04-04 19:03:10,22,8,5,8,Jupyter Notebook,,
Deep Mean-Shift Priors for Image Restoration,NIPS,2017,DMSP,siavashBigdeli,2017-09-28 08:17:17,20,6,2,6,Matlab,,
Incremental Learning of Object Detectors Without Catastrophic Forgetting,ICCV,2017,incremental_detectors,kshmelkov,2018-06-22 18:31:07,24,4,4,4,Python,"BSD 3-Clause ""New"" or ""Revised"" License",
